Town Code,Town Name,Grant Name,Grant Year,Grant Amount
132,South Windsor,TOTALLY DISABLED,2012,"$1,784.36"
132,South Windsor,ELDERLY HOMEOWNERS,2014,"$148,280.95"
132,South Windsor,ELDERLY HOMEOWNERS,2011,"$137,853.00"
132,South Windsor,ELDERLY TAX FREEZE,2014,"$2,000.00"
132,South Windsor,TOTALLY DISABLED,2011,"$1,712.78"
132,South Windsor,ADDITIONAL VETS,2011,"$14,283.36"
132,South Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$56,236.47"
132,South Windsor,ELDERLY TAX FREEZE,2011,"$2,000.00"
132,South Windsor,STATE-OWNED PILOT,2014,"$9,824.60"
132,South Windsor,STATE-OWNED PILOT,2010,"$11,542.36"
132,South Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$56,268.21"
132,South Windsor,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
132,South Windsor,COLLEGES & HOSPITALS PILOT,2010,$0.00
132,South Windsor,MFG. MACH. & EQUIP / COMML M.V.,2010,"$1,246,061.65"
132,South Windsor,ADDITIONAL VETS,2013,"$14,307.10"
132,South Windsor,STATE-OWNED PILOT,2013,"$10,284.23"
132,South Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$57,334.75"
132,South Windsor,ELDERLY TAX FREEZE,2013,"$2,000.00"
132,South Windsor,ELDERLY HOMEOWNERS,2013,"$146,393.23"
132,South Windsor,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
132,South Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$62,625.87"
132,South Windsor,STATE-OWNED PILOT,2012,"$10,566.55"
132,South Windsor,STATE-OWNED PILOT,2011,"$10,917.47"
132,South Windsor,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
132,South Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$56,307.24"
132,South Windsor,COLLEGES & HOSPITALS PILOT,2011,$0.00
132,South Windsor,ADDITIONAL VETS,2012,"$14,200.31"
133,Sprague,MFG. MACH. & EQUIP / COMML M.V.,2011,"$204,375.73"
133,Sprague,TOTALLY DISABLED,2010,$360.50
133,Sprague,DISTRESSED,2010,$445.99
133,Sprague,ELDERLY HOMEOWNERS,2012,"$8,615.28"
133,Sprague,ELDERLY HOMEOWNERS,2010,"$14,106.62"
133,Sprague,TOTALLY DISABLED,2013,$334.78
133,Sprague,TOTALLY DISABLED,2014,$370.05
133,Sprague,ADDITIONAL VETS,2010,"$3,502.00"
133,Sprague,TOTALLY DISABLED,2012,$334.75
133,Sprague,ELDERLY HOMEOWNERS,2014,"$8,171.42"
133,Sprague,ELDERLY HOMEOWNERS,2011,"$12,529.92"
133,Sprague,TOTALLY DISABLED,2011,$360.50
133,Sprague,ADDITIONAL VETS,2011,"$3,296.00"
133,Sprague,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$30,898.84"
133,Sprague,STATE-OWNED PILOT,2014,"$11,431.28"
133,Sprague,STATE-OWNED PILOT,2010,"$13,799.73"
133,Sprague,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$29,806.14"
133,Sprague,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
133,Sprague,COLLEGES & HOSPITALS PILOT,2010,$0.00
133,Sprague,MFG. MACH. & EQUIP / COMML M.V.,2010,"$242,641.71"
133,Sprague,ADDITIONAL VETS,2013,"$2,978.13"
133,Sprague,STATE-OWNED PILOT,2013,"$11,779.14"
133,Sprague,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$30,189.32"
133,Sprague,DISTRESSED,2012,$812.51
133,Sprague,ELDERLY HOMEOWNERS,2013,"$9,301.19"
133,Sprague,DISTRESSED,2013,$795.05
133,Sprague,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
133,Sprague,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$31,599.75"
133,Sprague,STATE-OWNED PILOT,2012,"$12,290.09"
133,Sprague,STATE-OWNED PILOT,2011,"$12,855.38"
133,Sprague,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
133,Sprague,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$28,022.89"
133,Sprague,COLLEGES & HOSPITALS PILOT,2011,$0.00
133,Sprague,ADDITIONAL VETS,2012,"$2,812.24"
134,Stafford,MFG. MACH. & EQUIP / COMML M.V.,2011,"$355,770.06"
134,Stafford,TOTALLY DISABLED,2010,"$2,652.05"
134,Stafford,ELDERLY HOMEOWNERS,2012,"$93,075.97"
134,Stafford,ELDERLY HOMEOWNERS,2010,"$91,488.04"
134,Stafford,TOTALLY DISABLED,2014,"$3,145.82"
134,Stafford,TOTALLY DISABLED,2013,"$3,326.15"
134,Stafford,ADDITIONAL VETS,2010,"$36,633.10"
134,Stafford,TOTALLY DISABLED,2012,"$3,011.84"
134,Stafford,ELDERLY HOMEOWNERS,2014,"$94,779.66"
134,Stafford,ELDERLY HOMEOWNERS,2011,"$83,974.91"
134,Stafford,TOTALLY DISABLED,2011,"$2,907.84"
134,Stafford,COLLEGES & HOSPITALS PILOT,2014,"$215,980.94"
134,Stafford,ADDITIONAL VETS,2011,"$33,346.33"
134,Stafford,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$98,522.97"
134,Stafford,STATE-OWNED PILOT,2014,"$49,948.23"
134,Stafford,STATE-OWNED PILOT,2010,"$31,493.40"
134,Stafford,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$94,954.60"
134,Stafford,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
134,Stafford,COLLEGES & HOSPITALS PILOT,2010,"$253,318.68"
134,Stafford,MFG. MACH. & EQUIP / COMML M.V.,2010,"$274,630.25"
134,Stafford,MFG. MACH. & EQUIP / COMML M.V.,2010,"$14,409.78"
134,Stafford,ADDITIONAL VETS,2013,"$37,241.68"
134,Stafford,COLLEGES & HOSPITALS PILOT,2013,"$220,168.37"
134,Stafford,COLLEGES & HOSPITALS PILOT,2012,"$225,674.00"
134,Stafford,STATE-OWNED PILOT,2013,"$30,044.14"
134,Stafford,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$100,134.29"
134,Stafford,ELDERLY HOMEOWNERS,2013,"$90,776.46"
134,Stafford,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
134,Stafford,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$105,909.03"
134,Stafford,STATE-OWNED PILOT,2012,"$30,283.90"
134,Stafford,STATE-OWNED PILOT,2011,"$31,146.79"
134,Stafford,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
134,Stafford,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$95,586.23"
134,Stafford,COLLEGES & HOSPITALS PILOT,2011,"$248,773.56"
134,Stafford,ADDITIONAL VETS,2012,"$36,828.17"
135,Stamford,MFG. MACH. & EQUIP / COMML M.V.,2011,"$407,894.55"
135,Stamford,TOTALLY DISABLED,2010,"$2,051.52"
135,Stamford,DISTRESSED,2010,"$994,459.29"
135,Stamford,ELDERLY HOMEOWNERS,2012,"$368,675.96"
135,Stamford,ELDERLY TAX FREEZE,2012,"$6,666.00"
135,Stamford,ELDERLY TAX FREEZE,2010,"$10,787.79"
135,Stamford,ELDERLY HOMEOWNERS,2010,"$379,194.02"
135,Stamford,TOTALLY DISABLED,2014,"$2,674.77"
135,Stamford,TOTALLY DISABLED,2013,"$2,435.79"
135,Stamford,ADDITIONAL VETS,2010,"$11,979.77"
135,Stamford,TOTALLY DISABLED,2012,"$2,346.26"
135,Stamford,ELDERLY HOMEOWNERS,2014,"$383,777.70"
135,Stamford,ELDERLY TAX FREEZE,2014,"$5,000.00"
135,Stamford,ELDERLY HOMEOWNERS,2011,"$392,519.67"
135,Stamford,TOTALLY DISABLED,2011,"$2,287.50"
135,Stamford,COLLEGES & HOSPITALS PILOT,2014,"$1,747,011.14"
135,Stamford,ADDITIONAL VETS,2011,"$16,364.02"
135,Stamford,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$921,041.17"
135,Stamford,ELDERLY TAX FREEZE,2011,"$8,000.00"
135,Stamford,STATE-OWNED PILOT,2014,"$1,217,777.73"
135,Stamford,STATE-OWNED PILOT,2010,"$1,383,140.80"
135,Stamford,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$911,055.07"
135,Stamford,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
135,Stamford,COLLEGES & HOSPITALS PILOT,2010,"$2,043,243.47"
135,Stamford,MFG. MACH. & EQUIP / COMML M.V.,2010,"$721,801.04"
135,Stamford,ADDITIONAL VETS,2013,"$18,357.50"
135,Stamford,COLLEGES & HOSPITALS PILOT,2013,"$1,908,073.75"
135,Stamford,COLLEGES & HOSPITALS PILOT,2012,"$1,843,648.18"
135,Stamford,STATE-OWNED PILOT,2013,"$1,273,722.92"
135,Stamford,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$923,022.64"
135,Stamford,ELDERLY TAX FREEZE,2013,"$6,000.00"
135,Stamford,DISTRESSED,2012,"$1,607,493.96"
135,Stamford,ELDERLY HOMEOWNERS,2013,"$371,000.44"
135,Stamford,DISTRESSED,2013,"$1,615,671.43"
135,Stamford,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
135,Stamford,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$933,144.66"
135,Stamford,STATE-OWNED PILOT,2012,"$1,303,759.56"
135,Stamford,STATE-OWNED PILOT,2011,"$1,338,186.78"
135,Stamford,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
135,Stamford,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$915,506.34"
135,Stamford,COLLEGES & HOSPITALS PILOT,2011,"$2,057,269.48"
135,Stamford,ADDITIONAL VETS,2012,"$20,167.34"
136,Sterling,MFG. MACH. & EQUIP / COMML M.V.,2011,"$19,505.91"
136,Sterling,TOTALLY DISABLED,2010,$440.00
136,Sterling,DISTRESSED,2010,"$4,716.30"
136,Sterling,ELDERLY HOMEOWNERS,2012,"$22,187.43"
136,Sterling,ELDERLY HOMEOWNERS,2010,"$25,798.90"
136,Sterling,TOTALLY DISABLED,2014,$971.37
136,Sterling,TOTALLY DISABLED,2013,$760.13
136,Sterling,ADDITIONAL VETS,2010,$960.00
136,Sterling,TOTALLY DISABLED,2012,$675.52
136,Sterling,ELDERLY HOMEOWNERS,2014,"$19,860.32"
136,Sterling,ELDERLY HOMEOWNERS,2011,"$23,299.04"
136,Sterling,TOTALLY DISABLED,2011,$590.44
136,Sterling,ADDITIONAL VETS,2011,$977.28
136,Sterling,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$33,461.47"
136,Sterling,STATE-OWNED PILOT,2014,"$6,842.53"
136,Sterling,STATE-OWNED PILOT,2010,"$7,242.36"
136,Sterling,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$29,518.67"
136,Sterling,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
136,Sterling,COLLEGES & HOSPITALS PILOT,2010,$0.00
136,Sterling,MFG. MACH. & EQUIP / COMML M.V.,2010,"$8,158.33"
136,Sterling,ADDITIONAL VETS,2013,"$1,504.69"
136,Sterling,STATE-OWNED PILOT,2013,"$7,245.42"
136,Sterling,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$32,485.11"
136,Sterling,ELDERLY HOMEOWNERS,2013,"$20,968.27"
136,Sterling,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
136,Sterling,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$34,984.78"
136,Sterling,STATE-OWNED PILOT,2012,"$7,291.50"
136,Sterling,STATE-OWNED PILOT,2011,"$7,491.79"
136,Sterling,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
136,Sterling,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$29,518.42"
136,Sterling,COLLEGES & HOSPITALS PILOT,2011,$0.00
136,Sterling,ADDITIONAL VETS,2012,"$1,399.76"
137,Stonington,MFG. MACH. & EQUIP / COMML M.V.,2011,"$80,628.34"
137,Stonington,TOTALLY DISABLED,2010,"$1,615.70"
137,Stonington,ELDERLY HOMEOWNERS,2012,"$125,706.88"
137,Stonington,ELDERLY TAX FREEZE,2012,"$7,152.77"
137,Stonington,ELDERLY TAX FREEZE,2010,"$13,669.78"
137,Stonington,ELDERLY HOMEOWNERS,2010,"$115,821.43"
137,Stonington,TOTALLY DISABLED,2014,"$1,751.56"
137,Stonington,TOTALLY DISABLED,2013,"$1,575.62"
137,Stonington,ADDITIONAL VETS,2010,"$16,280.95"
137,Stonington,TOTALLY DISABLED,2012,"$1,688.04"
137,Stonington,ELDERLY HOMEOWNERS,2014,"$119,766.16"
137,Stonington,ELDERLY TAX FREEZE,2014,"$4,735.70"
137,Stonington,ELDERLY HOMEOWNERS,2011,"$121,850.14"
137,Stonington,TOTALLY DISABLED,2011,"$1,591.30"
137,Stonington,ADDITIONAL VETS,2011,"$16,053.06"
137,Stonington,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$36,076.37"
137,Stonington,ELDERLY TAX FREEZE,2011,"$8,984.18"
137,Stonington,STATE-OWNED PILOT,2014,"$20,554.15"
137,Stonington,STATE-OWNED PILOT,2010,"$22,716.92"
137,Stonington,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$35,132.42"
137,Stonington,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
137,Stonington,COLLEGES & HOSPITALS PILOT,2010,$0.00
137,Stonington,MFG. MACH. & EQUIP / COMML M.V.,2010,"$89,725.44"
137,Stonington,ADDITIONAL VETS,2013,"$15,535.00"
137,Stonington,STATE-OWNED PILOT,2013,"$21,518.72"
137,Stonington,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$38,064.71"
137,Stonington,ELDERLY TAX FREEZE,2013,"$6,645.07"
137,Stonington,ELDERLY HOMEOWNERS,2013,"$116,609.49"
137,Stonington,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
137,Stonington,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$39,466.17"
137,Stonington,STATE-OWNED PILOT,2012,"$22,213.06"
137,Stonington,STATE-OWNED PILOT,2011,"$21,106.58"
137,Stonington,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
137,Stonington,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$34,001.23"
137,Stonington,COLLEGES & HOSPITALS PILOT,2011,$0.00
137,Stonington,ADDITIONAL VETS,2012,"$15,734.28"
138,Stratford,MFG. MACH. & EQUIP / COMML M.V.,2011,"$2,838,621.19"
138,Stratford,TOTALLY DISABLED,2010,"$9,160.52"
138,Stratford,ELDERLY HOMEOWNERS,2012,"$561,341.38"
138,Stratford,ELDERLY TAX FREEZE,2012,"$10,000.00"
138,Stratford,ELDERLY TAX FREEZE,2010,"$14,834.00"
138,Stratford,ELDERLY HOMEOWNERS,2010,"$568,749.97"
138,Stratford,TOTALLY DISABLED,2014,"$8,870.02"
138,Stratford,TOTALLY DISABLED,2013,"$9,128.31"
138,Stratford,ADDITIONAL VETS,2010,"$115,059.65"
138,Stratford,TOTALLY DISABLED,2012,"$9,866.71"
138,Stratford,ELDERLY HOMEOWNERS,2014,"$545,668.28"
138,Stratford,ELDERLY TAX FREEZE,2014,"$6,126.50"
138,Stratford,ELDERLY HOMEOWNERS,2011,"$562,675.22"
138,Stratford,TOTALLY DISABLED,2011,"$10,095.95"
138,Stratford,ADDITIONAL VETS,2011,"$163,590.81"
138,Stratford,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$163,807.07"
138,Stratford,ELDERLY TAX FREEZE,2011,"$12,834.00"
138,Stratford,STATE-OWNED PILOT,2014,"$367,403.05"
138,Stratford,STATE-OWNED PILOT,2010,"$270,041.40"
138,Stratford,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$135,391.41"
138,Stratford,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
138,Stratford,COLLEGES & HOSPITALS PILOT,2010,$0.00
138,Stratford,MFG. MACH. & EQUIP / COMML M.V.,2010,"$2,795,667.54"
138,Stratford,ADDITIONAL VETS,2013,"$162,980.32"
138,Stratford,STATE-OWNED PILOT,2013,"$385,100.32"
138,Stratford,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$164,390.10"
138,Stratford,ELDERLY TAX FREEZE,2013,"$10,000.00"
138,Stratford,ELDERLY HOMEOWNERS,2013,"$550,673.41"
138,Stratford,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
138,Stratford,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$159,014.43"
138,Stratford,STATE-OWNED PILOT,2012,"$376,294.25"
138,Stratford,STATE-OWNED PILOT,2011,"$250,034.30"
138,Stratford,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
138,Stratford,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$134,203.79"
138,Stratford,COLLEGES & HOSPITALS PILOT,2011,$0.00
138,Stratford,ADDITIONAL VETS,2012,"$166,279.75"
139,Suffield,MFG. MACH. & EQUIP / COMML M.V.,2011,"$152,561.44"
139,Suffield,TOTALLY DISABLED,2010,$879.70
139,Suffield,ELDERLY HOMEOWNERS,2012,"$75,701.71"
139,Suffield,ELDERLY TAX FREEZE,2012,"$2,000.00"
139,Suffield,ELDERLY TAX FREEZE,2010,"$4,000.00"
139,Suffield,ELDERLY HOMEOWNERS,2010,"$80,105.00"
139,Suffield,TOTALLY DISABLED,2014,"$1,241.39"
139,Suffield,TOTALLY DISABLED,2013,"$1,315.24"
139,Suffield,ADDITIONAL VETS,2010,"$7,037.60"
139,Suffield,ELDERLY HOMEOWNERS,2014,"$83,924.64"
139,Suffield,TOTALLY DISABLED,2012,$942.63
139,Suffield,ELDERLY TAX FREEZE,2014,"$2,000.00"
139,Suffield,ELDERLY HOMEOWNERS,2011,"$76,621.41"
139,Suffield,TOTALLY DISABLED,2011,$856.55
139,Suffield,ADDITIONAL VETS,2011,"$7,937.67"
139,Suffield,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$2,675,180.22"
139,Suffield,ELDERLY TAX FREEZE,2011,"$2,000.00"
139,Suffield,STATE-OWNED PILOT,2014,"$3,229,942.98"
139,Suffield,STATE-OWNED PILOT,2010,"$2,508,825.46"
139,Suffield,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$1,592,896.93"
139,Suffield,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
139,Suffield,COLLEGES & HOSPITALS PILOT,2010,$0.00
139,Suffield,MFG. MACH. & EQUIP / COMML M.V.,2010,"$180,845.79"
139,Suffield,ADDITIONAL VETS,2013,"$7,374.64"
139,Suffield,STATE-OWNED PILOT,2013,"$3,352,604.65"
139,Suffield,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$2,670,322.65"
139,Suffield,ELDERLY TAX FREEZE,2013,"$2,000.00"
139,Suffield,ELDERLY HOMEOWNERS,2013,"$78,323.19"
139,Suffield,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
139,Suffield,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$2,253,943.74"
139,Suffield,STATE-OWNED PILOT,2012,"$3,350,439.66"
139,Suffield,STATE-OWNED PILOT,2011,"$3,466,398.74"
139,Suffield,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
139,Suffield,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$2,244,496.54"
139,Suffield,COLLEGES & HOSPITALS PILOT,2011,$0.00
139,Suffield,ADDITIONAL VETS,2012,"$6,798.45"
140,Thomaston,MFG. MACH. & EQUIP / COMML M.V.,2011,"$315,229.31"
140,Thomaston,TOTALLY DISABLED,2010,"$1,143.18"
140,Thomaston,ELDERLY HOMEOWNERS,2012,"$59,864.05"
140,Thomaston,ELDERLY TAX FREEZE,2012,"$2,000.00"
140,Thomaston,ELDERLY TAX FREEZE,2010,"$2,000.00"
140,Thomaston,ELDERLY HOMEOWNERS,2010,"$59,788.84"
140,Thomaston,TOTALLY DISABLED,2014,$875.16
140,Thomaston,TOTALLY DISABLED,2013,$821.74
140,Thomaston,ADDITIONAL VETS,2010,"$12,036.24"
140,Thomaston,ELDERLY HOMEOWNERS,2014,"$54,911.97"
140,Thomaston,TOTALLY DISABLED,2012,$674.50
140,Thomaston,ELDERLY TAX FREEZE,2014,"$2,000.00"
140,Thomaston,ELDERLY HOMEOWNERS,2011,"$58,041.34"
140,Thomaston,TOTALLY DISABLED,2011,"$1,119.67"
140,Thomaston,ADDITIONAL VETS,2011,"$11,439.52"
140,Thomaston,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$42,299.33"
140,Thomaston,ELDERLY TAX FREEZE,2011,"$2,000.00"
140,Thomaston,STATE-OWNED PILOT,2014,"$34,950.28"
140,Thomaston,STATE-OWNED PILOT,2010,"$31,902.55"
140,Thomaston,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$38,553.89"
140,Thomaston,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
140,Thomaston,COLLEGES & HOSPITALS PILOT,2010,$0.00
140,Thomaston,MFG. MACH. & EQUIP / COMML M.V.,2010,"$353,141.62"
140,Thomaston,ADDITIONAL VETS,2013,"$6,612.88"
140,Thomaston,STATE-OWNED PILOT,2013,"$29,809.73"
140,Thomaston,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$41,352.16"
140,Thomaston,ELDERLY TAX FREEZE,2013,"$2,000.00"
140,Thomaston,ELDERLY HOMEOWNERS,2013,"$56,706.33"
140,Thomaston,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
140,Thomaston,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$42,187.68"
140,Thomaston,STATE-OWNED PILOT,2012,"$29,169.31"
140,Thomaston,STATE-OWNED PILOT,2011,"$29,719.37"
140,Thomaston,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
140,Thomaston,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$37,908.47"
140,Thomaston,COLLEGES & HOSPITALS PILOT,2011,$0.00
140,Thomaston,ADDITIONAL VETS,2012,"$10,312.99"
141,Thompson,MFG. MACH. & EQUIP / COMML M.V.,2011,"$62,329.16"
141,Thompson,TOTALLY DISABLED,2010,"$2,170.96"
141,Thompson,ELDERLY HOMEOWNERS,2012,"$77,834.21"
141,Thompson,ELDERLY HOMEOWNERS,2010,"$87,224.17"
141,Thompson,TOTALLY DISABLED,2014,"$2,411.50"
141,Thompson,TOTALLY DISABLED,2013,"$2,652.26"
141,Thompson,ADDITIONAL VETS,2010,"$19,675.18"
141,Thompson,ELDERLY HOMEOWNERS,2014,"$85,029.40"
141,Thompson,TOTALLY DISABLED,2012,"$2,696.30"
141,Thompson,ELDERLY HOMEOWNERS,2011,"$79,995.06"
141,Thompson,TOTALLY DISABLED,2011,"$2,547.03"
141,Thompson,COLLEGES & HOSPITALS PILOT,2014,"$2,379.35"
141,Thompson,ADDITIONAL VETS,2011,"$23,247.35"
141,Thompson,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$69,723.37"
141,Thompson,STATE-OWNED PILOT,2014,"$10,624.25"
141,Thompson,STATE-OWNED PILOT,2010,"$10,015.64"
141,Thompson,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$57,901.53"
141,Thompson,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
141,Thompson,COLLEGES & HOSPITALS PILOT,2010,"$1,733.63"
141,Thompson,MFG. MACH. & EQUIP / COMML M.V.,2010,"$50,091.62"
141,Thompson,ADDITIONAL VETS,2013,"$19,731.18"
141,Thompson,COLLEGES & HOSPITALS PILOT,2013,"$2,507.56"
141,Thompson,COLLEGES & HOSPITALS PILOT,2012,"$2,662.20"
141,Thompson,STATE-OWNED PILOT,2013,"$10,762.52"
141,Thompson,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$72,310.33"
141,Thompson,DISTRESSED,2012,"$1,095.07"
141,Thompson,ELDERLY HOMEOWNERS,2013,"$85,898.02"
141,Thompson,DISTRESSED,2013,"$1,204.70"
141,Thompson,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
141,Thompson,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$69,738.67"
141,Thompson,STATE-OWNED PILOT,2012,"$11,229.37"
141,Thompson,STATE-OWNED PILOT,2011,"$9,454.99"
141,Thompson,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
141,Thompson,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$58,280.53"
141,Thompson,COLLEGES & HOSPITALS PILOT,2011,"$1,725.70"
141,Thompson,ADDITIONAL VETS,2012,"$21,537.79"
142,Tolland,MFG. MACH. & EQUIP / COMML M.V.,2011,"$75,056.22"
142,Tolland,TOTALLY DISABLED,2010,"$1,690.07"
142,Tolland,ELDERLY HOMEOWNERS,2012,"$65,913.11"
142,Tolland,ELDERLY TAX FREEZE,2010,"$2,000.00"
142,Tolland,ELDERLY HOMEOWNERS,2010,"$66,729.41"
142,Tolland,TOTALLY DISABLED,2014,"$1,649.16"
142,Tolland,TOTALLY DISABLED,2013,"$1,732.28"
142,Tolland,ADDITIONAL VETS,2010,"$7,843.87"
142,Tolland,ELDERLY HOMEOWNERS,2014,"$71,146.80"
142,Tolland,TOTALLY DISABLED,2012,"$1,694.61"
142,Tolland,ELDERLY HOMEOWNERS,2011,"$65,223.26"
142,Tolland,TOTALLY DISABLED,2011,"$1,690.70"
142,Tolland,ADDITIONAL VETS,2011,"$7,451.56"
142,Tolland,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$42,068.70"
142,Tolland,STATE-OWNED PILOT,2014,"$48,842.01"
142,Tolland,STATE-OWNED PILOT,2010,"$56,648.51"
142,Tolland,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$41,245.24"
142,Tolland,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
142,Tolland,COLLEGES & HOSPITALS PILOT,2010,$0.00
142,Tolland,MFG. MACH. & EQUIP / COMML M.V.,2010,"$95,274.97"
142,Tolland,ADDITIONAL VETS,2013,"$7,432.65"
142,Tolland,STATE-OWNED PILOT,2013,"$51,828.86"
142,Tolland,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$45,556.95"
142,Tolland,ELDERLY HOMEOWNERS,2013,"$70,595.08"
142,Tolland,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
142,Tolland,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$44,618.42"
142,Tolland,STATE-OWNED PILOT,2012,"$53,021.82"
142,Tolland,STATE-OWNED PILOT,2011,"$52,736.26"
142,Tolland,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
142,Tolland,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$41,412.49"
142,Tolland,COLLEGES & HOSPITALS PILOT,2011,$0.00
142,Tolland,ADDITIONAL VETS,2012,"$7,182.10"
143,Torrington,MFG. MACH. & EQUIP / COMML M.V.,2011,"$486,957.02"
143,Torrington,TOTALLY DISABLED,2010,"$7,230.00"
143,Torrington,DISTRESSED,2010,"$146,108.89"
143,Torrington,ELDERLY HOMEOWNERS,2012,"$318,598.40"
143,Torrington,ELDERLY TAX FREEZE,2012,"$6,000.00"
143,Torrington,ELDERLY TAX FREEZE,2010,"$7,585.34"
143,Torrington,ELDERLY HOMEOWNERS,2010,"$307,510.87"
143,Torrington,TOTALLY DISABLED,2014,"$7,553.79"
143,Torrington,TOTALLY DISABLED,2013,"$8,188.31"
143,Torrington,ADDITIONAL VETS,2010,"$31,582.61"
143,Torrington,ELDERLY HOMEOWNERS,2014,"$334,446.32"
143,Torrington,TOTALLY DISABLED,2012,"$7,812.62"
143,Torrington,ELDERLY TAX FREEZE,2014,"$4,000.00"
