"Town","FIPS","Indicator","Measure Type","Variable","Year","Value"
"Wethersfield","0900384900","Evaluated that are Eligible","Percent","Birth to Three Indicators","2009",71.43
"Wethersfield","0900384900","Evaluations","Number","Birth to Three Indicators","2009",42
"Wethersfield","0900384900","Evaluations","Percent","Birth to Three Indicators","2009",16.67
"Wethersfield","0900384900","IFSP Receiving Services","Percent","Birth to Three Indicators","2009",100
"Wethersfield","0900384900","Individualized Family Service Plans","Number","Birth to Three Indicators","2009",29
"Wethersfield","0900384900","Individualized Family Service Plans","Percent","Birth to Three Indicators","2009",11.51
"Wethersfield","0900384900","Referrals","Number","Birth to Three Indicators","2009",43
"Wethersfield","0900384900","Referrals","Percent","Birth to Three Indicators","2009",17.06
"Wethersfield","0900384900","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",97.67
"Wethersfield","0900384900","Total Eligible","Number","Birth to Three Indicators","2009",30
"Wethersfield","0900384900","Total Eligible","Percent","Birth to Three Indicators","2009",11.9
"Wethersfield","0900384900","Total Served","Number","Birth to Three Indicators","2009",29
"Wethersfield","0900384900","Total Served","Percent","Birth to Three Indicators","2009",11.51
"Wilton","0900186370","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2009",100
"Wilton","0900186370","Evaluated that are Eligible","Percent","Birth to Three Indicators","2009",62.5
"Wilton","0900186370","Evaluations","Number","Birth to Three Indicators","2009",32
"Wilton","0900186370","Evaluations","Percent","Birth to Three Indicators","2009",21.92
"Wilton","0900186370","IFSP Receiving Services","Percent","Birth to Three Indicators","2009",100
"Wilton","0900186370","Individualized Family Service Plans","Number","Birth to Three Indicators","2009",20
"Wilton","0900186370","Individualized Family Service Plans","Percent","Birth to Three Indicators","2009",13.7
"Wilton","0900186370","Referrals","Number","Birth to Three Indicators","2009",34
"Wilton","0900186370","Referrals","Percent","Birth to Three Indicators","2009",23.29
"Wilton","0900186370","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",94.12
"Wilton","0900186370","Total Eligible","Number","Birth to Three Indicators","2009",20
"Wilton","0900186370","Total Eligible","Percent","Birth to Three Indicators","2009",13.7
"Wilton","0900186370","Total Served","Number","Birth to Three Indicators","2009",20
"Wilton","0900186370","Total Served","Percent","Birth to Three Indicators","2009",13.7
"Winchester","0900586440","Evaluations","Number","Birth to Three Indicators","2009",17
"Winchester","0900586440","Evaluations","Percent","Birth to Three Indicators","2009",18.28
"Winchester","0900586440","Referrals","Number","Birth to Three Indicators","2009",18
"Winchester","0900586440","Referrals","Percent","Birth to Three Indicators","2009",19.35
"Winchester","0900586440","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",94.44
"Windham","0901586790","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2009",51.61
"Windham","0901586790","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2009",93.55
"Windham","0901586790","Evaluated that are Eligible","Percent","Birth to Three Indicators","2009",68.13
"Windham","0901586790","Evaluations","Number","Birth to Three Indicators","2009",91
"Windham","0901586790","Evaluations","Percent","Birth to Three Indicators","2009",27.41
"Windham","0901586790","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2009",32
"Windham","0901586790","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2009",9.64
"Windham","0901586790","IFSP Receiving Services","Percent","Birth to Three Indicators","2009",98.28
"Windham","0901586790","Individualized Family Service Plans","Number","Birth to Three Indicators","2009",58
"Windham","0901586790","Individualized Family Service Plans","Percent","Birth to Three Indicators","2009",17.47
"Windham","0901586790","Referrals","Number","Birth to Three Indicators","2009",96
"Windham","0901586790","Referrals","Percent","Birth to Three Indicators","2009",28.92
"Windham","0901586790","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",94.79
"Windham","0901586790","Total Eligible","Number","Birth to Three Indicators","2009",62
"Windham","0901586790","Total Eligible","Percent","Birth to Three Indicators","2009",18.67
"Windham","0901586790","Total Served","Number","Birth to Three Indicators","2009",57
"Windham","0901586790","Total Served","Percent","Birth to Three Indicators","2009",17.17
"Windsor","0900387000","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2009",46.15
"Windsor","0900387000","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2009",96.15
"Windsor","0900387000","Evaluated that are Eligible","Percent","Birth to Three Indicators","2009",55.32
"Windsor","0900387000","Evaluations","Number","Birth to Three Indicators","2009",47
"Windsor","0900387000","Evaluations","Percent","Birth to Three Indicators","2009",16.49
"Windsor","0900387000","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2009",12
"Windsor","0900387000","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2009",4.21
"Windsor","0900387000","IFSP Receiving Services","Percent","Birth to Three Indicators","2009",100
"Windsor","0900387000","Individualized Family Service Plans","Number","Birth to Three Indicators","2009",25
"Windsor","0900387000","Individualized Family Service Plans","Percent","Birth to Three Indicators","2009",8.77
"Windsor","0900387000","Referrals","Number","Birth to Three Indicators","2009",50
"Windsor","0900387000","Referrals","Percent","Birth to Three Indicators","2009",17.54
"Windsor","0900387000","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",94
"Windsor","0900387000","Total Eligible","Number","Birth to Three Indicators","2009",26
"Windsor","0900387000","Total Eligible","Percent","Birth to Three Indicators","2009",9.12
"Windsor","0900387000","Total Served","Number","Birth to Three Indicators","2009",25
"Windsor","0900387000","Total Served","Percent","Birth to Three Indicators","2009",8.77
"Windsor Locks","0900387070","Evaluations","Number","Birth to Three Indicators","2009",21
"Windsor Locks","0900387070","Evaluations","Percent","Birth to Three Indicators","2009",20.79
"Windsor Locks","0900387070","Referrals","Number","Birth to Three Indicators","2009",22
"Windsor Locks","0900387070","Referrals","Percent","Birth to Three Indicators","2009",21.78
"Windsor Locks","0900387070","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",95.45
"Wolcott","0900987560","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2009",100
"Wolcott","0900987560","Evaluated that are Eligible","Percent","Birth to Three Indicators","2009",47.62
"Wolcott","0900987560","Evaluations","Number","Birth to Three Indicators","2009",21
"Wolcott","0900987560","Evaluations","Percent","Birth to Three Indicators","2009",15
"Wolcott","0900987560","IFSP Receiving Services","Percent","Birth to Three Indicators","2009",100
"Wolcott","0900987560","Individualized Family Service Plans","Number","Birth to Three Indicators","2009",10
"Wolcott","0900987560","Individualized Family Service Plans","Percent","Birth to Three Indicators","2009",7.14
"Wolcott","0900987560","Referrals","Number","Birth to Three Indicators","2009",22
"Wolcott","0900987560","Referrals","Percent","Birth to Three Indicators","2009",15.71
"Wolcott","0900987560","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",95.45
"Wolcott","0900987560","Total Eligible","Number","Birth to Three Indicators","2009",10
"Wolcott","0900987560","Total Eligible","Percent","Birth to Three Indicators","2009",7.14
"Wolcott","0900987560","Total Served","Number","Birth to Three Indicators","2009",10
"Wolcott","0900987560","Total Served","Percent","Birth to Three Indicators","2009",7.14
"Woodbridge","0900987700","Evaluations","Number","Birth to Three Indicators","2009",10
"Woodbridge","0900987700","Evaluations","Percent","Birth to Three Indicators","2009",21.74
"Woodbridge","0900987700","Referrals","Number","Birth to Three Indicators","2009",10
"Woodbridge","0900987700","Referrals","Percent","Birth to Three Indicators","2009",21.74
"Woodbridge","0900987700","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",100
"Woodbury","0900587910","Evaluations","Number","Birth to Three Indicators","2009",15
"Woodbury","0900587910","Evaluations","Percent","Birth to Three Indicators","2009",25.42
"Woodbury","0900587910","Referrals","Number","Birth to Three Indicators","2009",15
"Woodbury","0900587910","Referrals","Percent","Birth to Three Indicators","2009",25.42
"Woodbury","0900587910","Referred that are Evaluated","Percent","Birth to Three Indicators","2009",100
"Ansonia","0900901220","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",92.86
"Ansonia","0900901220","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",82.35
"Ansonia","0900901220","Evaluations","Number","Birth to Three Indicators","2010",34
"Ansonia","0900901220","Evaluations","Percent","Birth to Three Indicators","2010",13.44
"Ansonia","0900901220","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",96.15
"Ansonia","0900901220","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",26
"Ansonia","0900901220","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",10.28
"Ansonia","0900901220","Referrals","Number","Birth to Three Indicators","2010",38
"Ansonia","0900901220","Referrals","Percent","Birth to Three Indicators","2010",15.02
"Ansonia","0900901220","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",89.47
"Ansonia","0900901220","Total Eligible","Number","Birth to Three Indicators","2010",28
"Ansonia","0900901220","Total Eligible","Percent","Birth to Three Indicators","2010",11.07
"Ansonia","0900901220","Total Served","Number","Birth to Three Indicators","2010",25
"Ansonia","0900901220","Total Served","Percent","Birth to Three Indicators","2010",9.88
"Avon","0900302060","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",93.75
"Avon","0900302060","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",64
"Avon","0900302060","Evaluations","Number","Birth to Three Indicators","2010",25
"Avon","0900302060","Evaluations","Percent","Birth to Three Indicators","2010",20.66
"Avon","0900302060","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Avon","0900302060","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",15
"Avon","0900302060","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",12.4
"Avon","0900302060","Referrals","Number","Birth to Three Indicators","2010",25
"Avon","0900302060","Referrals","Percent","Birth to Three Indicators","2010",20.66
"Avon","0900302060","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",100
"Avon","0900302060","Total Eligible","Number","Birth to Three Indicators","2010",16
"Avon","0900302060","Total Eligible","Percent","Birth to Three Indicators","2010",13.22
"Avon","0900302060","Total Served","Number","Birth to Three Indicators","2010",15
"Avon","0900302060","Total Served","Percent","Birth to Three Indicators","2010",12.4
"Beacon Falls","0900903250","Evaluations","Number","Birth to Three Indicators","2010",7
"Beacon Falls","0900903250","Evaluations","Percent","Birth to Three Indicators","2010",13.73
"Beacon Falls","0900903250","Referrals","Number","Birth to Three Indicators","2010",8
"Beacon Falls","0900903250","Referrals","Percent","Birth to Three Indicators","2010",15.69
"Beacon Falls","0900903250","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",87.5
"Berlin","0900304300","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",71.43
"Berlin","0900304300","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",100
"Berlin","0900304300","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",56
"Berlin","0900304300","Evaluations","Number","Birth to Three Indicators","2010",25
"Berlin","0900304300","Evaluations","Percent","Birth to Three Indicators","2010",17.73
"Berlin","0900304300","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",10
"Berlin","0900304300","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",7.09
"Berlin","0900304300","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Berlin","0900304300","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",14
"Berlin","0900304300","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",9.93
"Berlin","0900304300","Referrals","Number","Birth to Three Indicators","2010",28
"Berlin","0900304300","Referrals","Percent","Birth to Three Indicators","2010",19.86
"Berlin","0900304300","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",89.29
"Berlin","0900304300","Total Eligible","Number","Birth to Three Indicators","2010",14
"Berlin","0900304300","Total Eligible","Percent","Birth to Three Indicators","2010",9.93
"Berlin","0900304300","Total Served","Number","Birth to Three Indicators","2010",14
"Berlin","0900304300","Total Served","Percent","Birth to Three Indicators","2010",9.93
"Bethel","0900104720","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",50
"Bethel","0900104720","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",100
"Bethel","0900104720","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",47.37
"Bethel","0900104720","Evaluations","Number","Birth to Three Indicators","2010",38
"Bethel","0900104720","Evaluations","Percent","Birth to Three Indicators","2010",22.49
"Bethel","0900104720","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",9
"Bethel","0900104720","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",5.33
"Bethel","0900104720","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Bethel","0900104720","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",18
"Bethel","0900104720","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",10.65
"Bethel","0900104720","Referrals","Number","Birth to Three Indicators","2010",39
"Bethel","0900104720","Referrals","Percent","Birth to Three Indicators","2010",23.08
"Bethel","0900104720","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",97.44
"Bethel","0900104720","Total Eligible","Number","Birth to Three Indicators","2010",18
"Bethel","0900104720","Total Eligible","Percent","Birth to Three Indicators","2010",10.65
"Bethel","0900104720","Total Served","Number","Birth to Three Indicators","2010",18
"Bethel","0900104720","Total Served","Percent","Birth to Three Indicators","2010",10.65
"Bloomfield","0900305910","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",45.83
"Bloomfield","0900305910","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",87.5
"Bloomfield","0900305910","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",70.59
"Bloomfield","0900305910","Evaluations","Number","Birth to Three Indicators","2010",34
"Bloomfield","0900305910","Evaluations","Percent","Birth to Three Indicators","2010",16.83
"Bloomfield","0900305910","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",11
"Bloomfield","0900305910","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",5.45
"Bloomfield","0900305910","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Bloomfield","0900305910","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",21
"Bloomfield","0900305910","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",10.4
"Bloomfield","0900305910","Referrals","Number","Birth to Three Indicators","2010",37
"Bloomfield","0900305910","Referrals","Percent","Birth to Three Indicators","2010",18.32
"Bloomfield","0900305910","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",91.89
"Bloomfield","0900305910","Total Eligible","Number","Birth to Three Indicators","2010",24
"Bloomfield","0900305910","Total Eligible","Percent","Birth to Three Indicators","2010",11.88
"Bloomfield","0900305910","Total Served","Number","Birth to Three Indicators","2010",21
"Bloomfield","0900305910","Total Served","Percent","Birth to Three Indicators","2010",10.4
"Branford","0900907310","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",45.83
"Branford","0900907310","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",83.33
"Branford","0900907310","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",55.81
"Branford","0900907310","Evaluations","Number","Birth to Three Indicators","2010",43
"Branford","0900907310","Evaluations","Percent","Birth to Three Indicators","2010",18.94
"Branford","0900907310","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",11
"Branford","0900907310","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",4.85
"Branford","0900907310","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Branford","0900907310","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",20
"Branford","0900907310","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",8.81
"Branford","0900907310","Referrals","Number","Birth to Three Indicators","2010",44
"Branford","0900907310","Referrals","Percent","Birth to Three Indicators","2010",19.38
"Branford","0900907310","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",97.73
"Branford","0900907310","Total Eligible","Number","Birth to Three Indicators","2010",24
"Branford","0900907310","Total Eligible","Percent","Birth to Three Indicators","2010",10.57
"Branford","0900907310","Total Served","Number","Birth to Three Indicators","2010",20
"Branford","0900907310","Total Served","Percent","Birth to Three Indicators","2010",8.81
"Bridgeport","0900108070","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",58.58
"Bridgeport","0900108070","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",97.07
"Bridgeport","0900108070","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",66.57
"Bridgeport","0900108070","Evaluations","Number","Birth to Three Indicators","2010",359
"Bridgeport","0900108070","Evaluations","Percent","Birth to Three Indicators","2010",16.5
"Bridgeport","0900108070","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",140
"Bridgeport","0900108070","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",6.43
"Bridgeport","0900108070","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",97.41
"Bridgeport","0900108070","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",232
"Bridgeport","0900108070","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",10.66
"Bridgeport","0900108070","Referrals","Number","Birth to Three Indicators","2010",380
"Bridgeport","0900108070","Referrals","Percent","Birth to Three Indicators","2010",17.46
"Bridgeport","0900108070","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",94.47
"Bridgeport","0900108070","Total Eligible","Number","Birth to Three Indicators","2010",239
"Bridgeport","0900108070","Total Eligible","Percent","Birth to Three Indicators","2010",10.98
"Bridgeport","0900108070","Total Served","Number","Birth to Three Indicators","2010",226
"Bridgeport","0900108070","Total Served","Percent","Birth to Three Indicators","2010",10.39
"Bristol","0900308490","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",44.71
"Bristol","0900308490","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",97.65
"Bristol","0900308490","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",70.25
"Bristol","0900308490","Evaluations","Number","Birth to Three Indicators","2010",121
"Bristol","0900308490","Evaluations","Percent","Birth to Three Indicators","2010",18.17
"Bristol","0900308490","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",38
"Bristol","0900308490","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",5.71
"Bristol","0900308490","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",95.18
"Bristol","0900308490","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",83
"Bristol","0900308490","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",12.46
"Bristol","0900308490","Referrals","Number","Birth to Three Indicators","2010",128
"Bristol","0900308490","Referrals","Percent","Birth to Three Indicators","2010",19.22
"Bristol","0900308490","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",94.53
"Bristol","0900308490","Total Eligible","Number","Birth to Three Indicators","2010",85
"Bristol","0900308490","Total Eligible","Percent","Birth to Three Indicators","2010",12.76
"Bristol","0900308490","Total Served","Number","Birth to Three Indicators","2010",79
"Bristol","0900308490","Total Served","Percent","Birth to Three Indicators","2010",11.86
"Brookfield","0900108980","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",61.54
"Brookfield","0900108980","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",100
"Brookfield","0900108980","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",66.67
"Brookfield","0900108980","Evaluations","Number","Birth to Three Indicators","2010",39
"Brookfield","0900108980","Evaluations","Percent","Birth to Three Indicators","2010",29.32
"Brookfield","0900108980","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",16
"Brookfield","0900108980","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",12.03
"Brookfield","0900108980","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Brookfield","0900108980","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",26
"Brookfield","0900108980","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",19.55
"Brookfield","0900108980","Referrals","Number","Birth to Three Indicators","2010",40
"Brookfield","0900108980","Referrals","Percent","Birth to Three Indicators","2010",30.08
"Brookfield","0900108980","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",97.5
"Brookfield","0900108980","Total Eligible","Number","Birth to Three Indicators","2010",26
"Brookfield","0900108980","Total Eligible","Percent","Birth to Three Indicators","2010",19.55
"Brookfield","0900108980","Total Served","Number","Birth to Three Indicators","2010",26
"Brookfield","0900108980","Total Served","Percent","Birth to Three Indicators","2010",19.55
"Brooklyn","0901509190","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",80
"Brooklyn","0901509190","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",58.82
"Brooklyn","0901509190","Evaluations","Number","Birth to Three Indicators","2010",17
"Brooklyn","0901509190","Evaluations","Percent","Birth to Three Indicators","2010",22.97
"Brooklyn","0901509190","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",8
"Brooklyn","0901509190","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",10.81
"Brooklyn","0901509190","Referrals","Number","Birth to Three Indicators","2010",19
"Brooklyn","0901509190","Referrals","Percent","Birth to Three Indicators","2010",25.68
"Brooklyn","0901509190","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",89.47
"Brooklyn","0901509190","Total Eligible","Number","Birth to Three Indicators","2010",10
"Brooklyn","0901509190","Total Eligible","Percent","Birth to Three Indicators","2010",13.51
"Burlington","0900310100","Evaluations","Number","Birth to Three Indicators","2010",7
"Burlington","0900310100","Evaluations","Percent","Birth to Three Indicators","2010",11.86
"Burlington","0900310100","Referrals","Number","Birth to Three Indicators","2010",8
"Burlington","0900310100","Referrals","Percent","Birth to Three Indicators","2010",13.56
"Burlington","0900310100","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",87.5
"Canton","0900312270","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",57.14
"Canton","0900312270","Evaluations","Number","Birth to Three Indicators","2010",14
"Canton","0900312270","Evaluations","Percent","Birth to Three Indicators","2010",17.07
"Canton","0900312270","Referrals","Number","Birth to Three Indicators","2010",14
"Canton","0900312270","Referrals","Percent","Birth to Three Indicators","2010",17.07
"Canton","0900312270","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",100
"Canton","0900312270","Total Eligible","Number","Birth to Three Indicators","2010",8
"Canton","0900312270","Total Eligible","Percent","Birth to Three Indicators","2010",9.76
"Cheshire","0900914160","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",65
"Cheshire","0900914160","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",85
"Cheshire","0900914160","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",62.5
"Cheshire","0900914160","Evaluations","Number","Birth to Three Indicators","2010",32
"Cheshire","0900914160","Evaluations","Percent","Birth to Three Indicators","2010",17.39
"Cheshire","0900914160","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",13
"Cheshire","0900914160","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",7.07
"Cheshire","0900914160","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",94.12
"Cheshire","0900914160","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",17
"Cheshire","0900914160","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",9.24
"Cheshire","0900914160","Referrals","Number","Birth to Three Indicators","2010",33
"Cheshire","0900914160","Referrals","Percent","Birth to Three Indicators","2010",17.93
"Cheshire","0900914160","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",96.97
"Cheshire","0900914160","Total Eligible","Number","Birth to Three Indicators","2010",20
"Cheshire","0900914160","Total Eligible","Percent","Birth to Three Indicators","2010",10.87
"Cheshire","0900914160","Total Served","Number","Birth to Three Indicators","2010",16
"Cheshire","0900914160","Total Served","Percent","Birth to Three Indicators","2010",8.7
"Clinton","0900715350","Evaluations","Number","Birth to Three Indicators","2010",21
"Clinton","0900715350","Evaluations","Percent","Birth to Three Indicators","2010",20.79
"Clinton","0900715350","Referrals","Number","Birth to Three Indicators","2010",22
"Clinton","0900715350","Referrals","Percent","Birth to Three Indicators","2010",21.78
"Clinton","0900715350","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",95.45
"Colchester","0901115910","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",66.67
"Colchester","0901115910","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",100
"Colchester","0901115910","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",53.57
"Colchester","0901115910","Evaluations","Number","Birth to Three Indicators","2010",28
"Colchester","0901115910","Evaluations","Percent","Birth to Three Indicators","2010",18.54
"Colchester","0901115910","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",10
"Colchester","0901115910","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",6.62
"Colchester","0901115910","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Colchester","0901115910","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",15
"Colchester","0901115910","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",9.93
"Colchester","0901115910","Referrals","Number","Birth to Three Indicators","2010",31
"Colchester","0901115910","Referrals","Percent","Birth to Three Indicators","2010",20.53
"Colchester","0901115910","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",90.32
"Colchester","0901115910","Total Eligible","Number","Birth to Three Indicators","2010",15
"Colchester","0901115910","Total Eligible","Percent","Birth to Three Indicators","2010",9.93
"Colchester","0901115910","Total Served","Number","Birth to Three Indicators","2010",15
"Colchester","0901115910","Total Served","Percent","Birth to Three Indicators","2010",9.93
"Connecticut","09","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",46.09
"Connecticut","09","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",94.41
"Connecticut","09","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",65.66
"Connecticut","09","Evaluations","Number","Birth to Three Indicators","2010",6893
"Connecticut","09","Evaluations","Percent","Birth to Three Indicators","2010",18.28
"Connecticut","09","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",2086
"Connecticut","09","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",5.53
"Connecticut","09","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",97.07
"Connecticut","09","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",4273
"Connecticut","09","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",11.33
"Connecticut","09","Referrals","Number","Birth to Three Indicators","2010",7315
"Connecticut","09","Referrals","Percent","Birth to Three Indicators","2010",19.4
"Connecticut","09","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",94.23
"Connecticut","09","Total Eligible","Number","Birth to Three Indicators","2010",4526
"Connecticut","09","Total Eligible","Percent","Birth to Three Indicators","2010",12
"Connecticut","09","Total Served","Number","Birth to Three Indicators","2010",4148
"Connecticut","09","Total Served","Percent","Birth to Three Indicators","2010",11
"Coventry","0901317800","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",86.67
"Coventry","0901317800","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",68.18
"Coventry","0901317800","Evaluations","Number","Birth to Three Indicators","2010",22
"Coventry","0901317800","Evaluations","Percent","Birth to Three Indicators","2010",19.3
"Coventry","0901317800","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Coventry","0901317800","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",13
"Coventry","0901317800","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",11.4
"Coventry","0901317800","Referrals","Number","Birth to Three Indicators","2010",23
"Coventry","0901317800","Referrals","Percent","Birth to Three Indicators","2010",20.18
"Coventry","0901317800","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",95.65
"Coventry","0901317800","Total Eligible","Number","Birth to Three Indicators","2010",15
"Coventry","0901317800","Total Eligible","Percent","Birth to Three Indicators","2010",13.16
"Coventry","0901317800","Total Served","Number","Birth to Three Indicators","2010",13
