"Town","FIPS","Year","Grant","Value"
"Haddam","0900735230",2014,"Disability Exemption",883.11
"Haddam","0900735230",2014,"Pequot Grants",21343.61
"Haddam","0900735230",2014,"Elderly Freeze",0
"Haddam","0900735230",2014,"DECD Tax Abatement",0
"Haddam","0900735230",2014,"DECD PILOT Grant",0
"Haddam","0900735230",2014,"LoCIP",74528
"Haddam","0900735230",2014,"Town Aid Road",244434.85
"Haddam","0900735230",2015,"Colleges & Hospitals PILOT",0
"Haddam","0900735230",2015,"Elderly Circuit Breaker",47570.08
"Haddam","0900735230",2015,"State Property PILOT",69811.54
"Haddam","0900735230",2015,"Veterans' Exemption",6395.6
"Haddam","0900735230",2015,"Disability Exemption",828.9
"Haddam","0900735230",2015,"Pequot Grants",23383.84
"Haddam","0900735230",2015,"Elderly Freeze",0
"Haddam","0900735230",2015,"DECD Tax Abatement",0
"Haddam","0900735230",2015,"DECD PILOT Grant",0
"Haddam","0900735230",2015,"LoCIP",73867
"Haddam","0900735230",2015,"Town Aid Road",244273
"Haddam","0900735230",2014,"Total",457763.26
"Haddam","0900735230",2015,"Total",466129.96
"Killingworth","0900740710",2014,"Colleges & Hospitals PILOT",0
"Killingworth","0900740710",2014,"Elderly Circuit Breaker",37953.24
"Killingworth","0900740710",2014,"State Property PILOT",97566.89
"Killingworth","0900740710",2014,"Veterans' Exemption",5714.97
"Killingworth","0900740710",2014,"Disability Exemption",367.41
"Killingworth","0900740710",2014,"Pequot Grants",16757.45
"Killingworth","0900740710",2014,"Elderly Freeze",0
"Killingworth","0900740710",2014,"DECD Tax Abatement",0
"Killingworth","0900740710",2014,"DECD PILOT Grant",0
"Killingworth","0900740710",2014,"LoCIP",54412
"Killingworth","0900740710",2014,"Town Aid Road",253102.29
"Killingworth","0900740710",2015,"Colleges & Hospitals PILOT",0
"Killingworth","0900740710",2015,"Elderly Circuit Breaker",39306.13
"Killingworth","0900740710",2015,"State Property PILOT",103880.26
"Killingworth","0900740710",2015,"Veterans' Exemption",5446.53
"Killingworth","0900740710",2015,"Disability Exemption",334.53
"Killingworth","0900740710",2015,"Pequot Grants",18279.69
"Killingworth","0900740710",2015,"Elderly Freeze",0
"Killingworth","0900740710",2015,"DECD Tax Abatement",0
"Killingworth","0900740710",2015,"DECD PILOT Grant",0
"Killingworth","0900740710",2015,"LoCIP",53343
"Killingworth","0900740710",2015,"Town Aid Road",252854
"Killingworth","0900740710",2014,"Total",465874.25
"Killingworth","0900740710",2015,"Total",473444.14
"Middlefield","0900747080",2014,"Colleges & Hospitals PILOT",0
"Middlefield","0900747080",2014,"Elderly Circuit Breaker",39901.85
"Middlefield","0900747080",2014,"State Property PILOT",9362.03
"Middlefield","0900747080",2014,"Veterans' Exemption",9516.86
"Middlefield","0900747080",2014,"Disability Exemption",556.45
"Middlefield","0900747080",2014,"Pequot Grants",18711.68
"Middlefield","0900747080",2014,"Elderly Freeze",0
"Middlefield","0900747080",2014,"DECD Tax Abatement",0
"Middlefield","0900747080",2014,"DECD PILOT Grant",0
"Middlefield","0900747080",2014,"LoCIP",32693
"Middlefield","0900747080",2014,"Town Aid Road",197600.02
"Middlefield","0900747080",2015,"Colleges & Hospitals PILOT",0
"Middlefield","0900747080",2015,"Elderly Circuit Breaker",38928.7
"Middlefield","0900747080",2015,"State Property PILOT",10410.78
"Middlefield","0900747080",2015,"Veterans' Exemption",8882.72
"Middlefield","0900747080",2015,"Disability Exemption",520.42
"Middlefield","0900747080",2015,"Pequot Grants",21025.49
"Middlefield","0900747080",2015,"Elderly Freeze",0
"Middlefield","0900747080",2015,"DECD Tax Abatement",0
"Middlefield","0900747080",2015,"DECD PILOT Grant",0
"Middlefield","0900747080",2015,"LoCIP",31698
"Middlefield","0900747080",2015,"Town Aid Road",197344
"Middlefield","0900747080",2014,"Total",308341.89
"Middlefield","0900747080",2015,"Total",308810.11
"Middletown","0900747360",2014,"Colleges & Hospitals PILOT",3754909.94
"Middletown","0900747360",2014,"Elderly Circuit Breaker",221916.1
"Middletown","0900747360",2014,"State Property PILOT",2312094.25
"Middletown","0900747360",2014,"Veterans' Exemption",9958.56
"Middletown","0900747360",2014,"Disability Exemption",3833.07
"Middletown","0900747360",2014,"Pequot Grants",1245999.98
"Middletown","0900747360",2014,"Elderly Freeze",4000
"Middletown","0900747360",2014,"DECD Tax Abatement",75746
"Middletown","0900747360",2014,"DECD PILOT Grant",133687
"Middletown","0900747360",2014,"LoCIP",319254
"Middletown","0900747360",2014,"Town Aid Road",602120.1
"Middletown","0900747360",2015,"Colleges & Hospitals PILOT",4095248.46
"Middletown","0900747360",2015,"Elderly Circuit Breaker",217709.98
"Middletown","0900747360",2015,"State Property PILOT",2573487.23
"Middletown","0900747360",2015,"Veterans' Exemption",11836.92
"Middletown","0900747360",2015,"Disability Exemption",3987.34
"Middletown","0900747360",2015,"Pequot Grants",1253269.84
"Middletown","0900747360",2015,"Elderly Freeze",4000
"Middletown","0900747360",2015,"DECD Tax Abatement",90070
"Middletown","0900747360",2015,"DECD PILOT Grant",141931
"Middletown","0900747360",2015,"LoCIP",313567
"Middletown","0900747360",2015,"Town Aid Road",597667
"Middletown","0900747360",2014,"Total",8683519
"Middletown","0900747360",2015,"Total",9302774.77
"Old Saybrook","0900757320",2014,"Colleges & Hospitals PILOT",0
"Old Saybrook","0900757320",2014,"Elderly Circuit Breaker",70451.79
"Old Saybrook","0900757320",2014,"State Property PILOT",55470.96
"Old Saybrook","0900757320",2014,"Veterans' Exemption",9610.16
"Old Saybrook","0900757320",2014,"Disability Exemption",348.2
"Old Saybrook","0900757320",2014,"Pequot Grants",15544.61
"Old Saybrook","0900757320",2014,"Elderly Freeze",0
"Old Saybrook","0900757320",2014,"DECD Tax Abatement",0
"Old Saybrook","0900757320",2014,"DECD PILOT Grant",0
"Old Saybrook","0900757320",2014,"LoCIP",68294
"Old Saybrook","0900757320",2014,"Town Aid Road",248577.74
"Old Saybrook","0900757320",2015,"Colleges & Hospitals PILOT",0
"Old Saybrook","0900757320",2015,"Elderly Circuit Breaker",75256.13
"Old Saybrook","0900757320",2015,"State Property PILOT",60806.5
"Old Saybrook","0900757320",2015,"Veterans' Exemption",12703.91
"Old Saybrook","0900757320",2015,"Disability Exemption",362.68
"Old Saybrook","0900757320",2015,"Pequot Grants",18009.39
"Old Saybrook","0900757320",2015,"Elderly Freeze",0
"Old Saybrook","0900757320",2015,"DECD Tax Abatement",0
"Old Saybrook","0900757320",2015,"DECD PILOT Grant",0
"Old Saybrook","0900757320",2015,"LoCIP",67011
"Old Saybrook","0900757320",2015,"Town Aid Road",247093
"Old Saybrook","0900757320",2014,"Total",468297.46
"Old Saybrook","0900757320",2015,"Total",481242.61
"Portland","0900761800",2014,"Colleges & Hospitals PILOT",0
"Portland","0900761800",2014,"Elderly Circuit Breaker",58793.29
"Portland","0900761800",2014,"State Property PILOT",25263.95
"Portland","0900761800",2014,"Veterans' Exemption",7307.7
"Portland","0900761800",2014,"Disability Exemption",860.97
"Portland","0900761800",2014,"Pequot Grants",32582.98
"Portland","0900761800",2014,"Elderly Freeze",0
"Portland","0900761800",2014,"DECD Tax Abatement",0
"Portland","0900761800",2014,"DECD PILOT Grant",0
"Portland","0900761800",2014,"LoCIP",65305
"Portland","0900761800",2014,"Town Aid Road",240795.23
"Portland","0900761800",2015,"Colleges & Hospitals PILOT",0
"Portland","0900761800",2015,"Elderly Circuit Breaker",56323.24
"Portland","0900761800",2015,"State Property PILOT",27555.5
"Portland","0900761800",2015,"Veterans' Exemption",6077.63
"Portland","0900761800",2015,"Disability Exemption",731.38
"Portland","0900761800",2015,"Pequot Grants",33088.13
"Portland","0900761800",2015,"Elderly Freeze",0
"Portland","0900761800",2015,"DECD Tax Abatement",0
"Portland","0900761800",2015,"DECD PILOT Grant",0
"Portland","0900761800",2015,"LoCIP",63149
"Portland","0900761800",2015,"Town Aid Road",240103
"Portland","0900761800",2014,"Total",430909.12
"Portland","0900761800",2015,"Total",427027.88
"Westbrook","0900781680",2014,"Colleges & Hospitals PILOT",0
"Westbrook","0900781680",2014,"Elderly Circuit Breaker",46319.97
"Westbrook","0900781680",2014,"State Property PILOT",28183.53
"Westbrook","0900781680",2014,"Veterans' Exemption",13326.9
"Westbrook","0900781680",2014,"Disability Exemption",573.03
"Westbrook","0900781680",2014,"Pequot Grants",14941.75
"Westbrook","0900781680",2014,"Elderly Freeze",0
"Westbrook","0900781680",2014,"DECD Tax Abatement",0
"Westbrook","0900781680",2014,"DECD PILOT Grant",0
"Westbrook","0900781680",2014,"LoCIP",42582
"Westbrook","0900781680",2014,"Town Aid Road",217457.34
"Westbrook","0900781680",2015,"Colleges & Hospitals PILOT",18860.86
"Westbrook","0900781680",2015,"Elderly Circuit Breaker",46931.63
"Westbrook","0900781680",2015,"State Property PILOT",30313.01
"Westbrook","0900781680",2015,"Veterans' Exemption",13343.29
"Westbrook","0900781680",2015,"Disability Exemption",724.34
"Westbrook","0900781680",2015,"Pequot Grants",18947.37
"Westbrook","0900781680",2015,"Elderly Freeze",0
"Westbrook","0900781680",2015,"DECD Tax Abatement",0
"Westbrook","0900781680",2015,"DECD PILOT Grant",0
"Westbrook","0900781680",2015,"LoCIP",42814
"Westbrook","0900781680",2015,"Town Aid Road",216968
"Westbrook","0900781680",2014,"Total",363384.52
"Westbrook","0900781680",2015,"Total",388902.5
"Ansonia","0900901220",2014,"Colleges & Hospitals PILOT",0
"Ansonia","0900901220",2014,"Elderly Circuit Breaker",138882.74
"Ansonia","0900901220",2014,"State Property PILOT",94496.74
"Ansonia","0900901220",2014,"Veterans' Exemption",29582.93
"Ansonia","0900901220",2014,"Disability Exemption",2952.43
"Ansonia","0900901220",2014,"Pequot Grants",164987.68
"Ansonia","0900901220",2014,"Elderly Freeze",2000
"Ansonia","0900901220",2014,"DECD Tax Abatement",11330
"Ansonia","0900901220",2014,"DECD PILOT Grant",0
"Ansonia","0900901220",2014,"LoCIP",178918
"Ansonia","0900901220",2014,"Town Aid Road",319696.84
"Ansonia","0900901220",2015,"Colleges & Hospitals PILOT",0
"Ansonia","0900901220",2015,"Elderly Circuit Breaker",124876.88
"Ansonia","0900901220",2015,"State Property PILOT",116974.94
"Ansonia","0900901220",2015,"Veterans' Exemption",27395.64
"Ansonia","0900901220",2015,"Disability Exemption",2748.77
"Ansonia","0900901220",2015,"Pequot Grants",171557.42
"Ansonia","0900901220",2015,"Elderly Freeze",0
"Ansonia","0900901220",2015,"DECD Tax Abatement",13473
"Ansonia","0900901220",2015,"DECD PILOT Grant",0
"Ansonia","0900901220",2015,"LoCIP",176587
"Ansonia","0900901220",2015,"Town Aid Road",318737
"Ansonia","0900901220",2014,"Total",942847.36
"Ansonia","0900901220",2015,"Total",952350.65
"Beacon Falls","0900903250",2014,"Colleges & Hospitals PILOT",0
"Beacon Falls","0900903250",2014,"Elderly Circuit Breaker",51758.7
"Beacon Falls","0900903250",2014,"State Property PILOT",45746.75
"Beacon Falls","0900903250",2014,"Veterans' Exemption",11955.59
"Beacon Falls","0900903250",2014,"Disability Exemption",1798.78
"Beacon Falls","0900903250",2014,"Pequot Grants",29537.52
"Beacon Falls","0900903250",2014,"Elderly Freeze",0
"Beacon Falls","0900903250",2014,"DECD Tax Abatement",0
"Beacon Falls","0900903250",2014,"DECD PILOT Grant",0
"Beacon Falls","0900903250",2014,"LoCIP",38044
"Beacon Falls","0900903250",2014,"Town Aid Road",186864.2
"Beacon Falls","0900903250",2015,"Colleges & Hospitals PILOT",0
"Beacon Falls","0900903250",2015,"Elderly Circuit Breaker",53629.3
"Beacon Falls","0900903250",2015,"State Property PILOT",50469.28
"Beacon Falls","0900903250",2015,"Veterans' Exemption",12544.81
"Beacon Falls","0900903250",2015,"Disability Exemption",1800.61
"Beacon Falls","0900903250",2015,"Pequot Grants",29603.61
"Beacon Falls","0900903250",2015,"Elderly Freeze",0
"Beacon Falls","0900903250",2015,"DECD Tax Abatement",0
"Beacon Falls","0900903250",2015,"DECD PILOT Grant",0
"Beacon Falls","0900903250",2015,"LoCIP",37461
"Beacon Falls","0900903250",2015,"Town Aid Road",188588
"Beacon Falls","0900903250",2014,"Total",365705.54
"Beacon Falls","0900903250",2015,"Total",374096.61
"Bethany","0900904580",2014,"Colleges & Hospitals PILOT",15055.77
"Bethany","0900904580",2014,"Elderly Circuit Breaker",31843.09
"Bethany","0900904580",2014,"State Property PILOT",34257.9
"Bethany","0900904580",2014,"Veterans' Exemption",5530.66
"Bethany","0900904580",2014,"Disability Exemption",234.72
"Bethany","0900904580",2014,"Pequot Grants",17533.15
"Bethany","0900904580",2014,"Elderly Freeze",0
"Bethany","0900904580",2014,"DECD Tax Abatement",0
"Bethany","0900904580",2014,"DECD PILOT Grant",0
"Bethany","0900904580",2014,"LoCIP",47173
"Bethany","0900904580",2014,"Town Aid Road",211337.61
"Bethany","0900904580",2015,"Colleges & Hospitals PILOT",16126.07
"Bethany","0900904580",2015,"Elderly Circuit Breaker",33451.88
"Bethany","0900904580",2015,"State Property PILOT",38215.04
"Bethany","0900904580",2015,"Veterans' Exemption",6358.02
"Bethany","0900904580",2015,"Disability Exemption",288.95
"Bethany","0900904580",2015,"Pequot Grants",19171.38
"Bethany","0900904580",2015,"Elderly Freeze",0
"Bethany","0900904580",2015,"DECD Tax Abatement",0
"Bethany","0900904580",2015,"DECD PILOT Grant",0
"Bethany","0900904580",2015,"LoCIP",46761
"Bethany","0900904580",2015,"Town Aid Road",211211
"Bethany","0900904580",2014,"Total",362965.9
"Bethany","0900904580",2015,"Total",371583.34
"Branford","0900907310",2014,"Colleges & Hospitals PILOT",113085.82
"Branford","0900907310",2014,"Elderly Circuit Breaker",216565.16
"Branford","0900907310",2014,"State Property PILOT",53088.75
"Branford","0900907310",2014,"Veterans' Exemption",27198.58
"Branford","0900907310",2014,"Disability Exemption",2750.67
"Branford","0900907310",2014,"Pequot Grants",57719.93
"Branford","0900907310",2014,"Elderly Freeze",8000
"Branford","0900907310",2014,"DECD Tax Abatement",0
"Branford","0900907310",2014,"DECD PILOT Grant",0
"Branford","0900907310",2014,"LoCIP",157679
"Branford","0900907310",2014,"Town Aid Road",399554.08
"Branford","0900907310",2015,"Colleges & Hospitals PILOT",113860.8
"Branford","0900907310",2015,"Elderly Circuit Breaker",214246.54
"Branford","0900907310",2015,"State Property PILOT",58564.5
"Branford","0900907310",2015,"Veterans' Exemption",26456.03
"Branford","0900907310",2015,"Disability Exemption",2728.65
"Branford","0900907310",2015,"Pequot Grants",57869.33
"Branford","0900907310",2015,"Elderly Freeze",6000
"Branford","0900907310",2015,"DECD Tax Abatement",0
"Branford","0900907310",2015,"DECD PILOT Grant",0
"Branford","0900907310",2015,"LoCIP",154428
"Branford","0900907310",2015,"Town Aid Road",399296
"Branford","0900907310",2014,"Total",1035641.99
"Branford","0900907310",2015,"Total",1033449.85
"Cheshire","0900914160",2014,"Colleges & Hospitals PILOT",123840.65
"Cheshire","0900914160",2014,"Elderly Circuit Breaker",170940.32
"Cheshire","0900914160",2014,"State Property PILOT",1962731.25
"Cheshire","0900914160",2014,"Veterans' Exemption",11973.47
"Cheshire","0900914160",2014,"Disability Exemption",1823.8
"Cheshire","0900914160",2014,"Pequot Grants",1984704.56
"Cheshire","0900914160",2014,"Elderly Freeze",0
"Cheshire","0900914160",2014,"DECD Tax Abatement",0
"Cheshire","0900914160",2014,"DECD PILOT Grant",0
"Cheshire","0900914160",2014,"LoCIP",184416
"Cheshire","0900914160",2014,"Town Aid Road",404049.68
"Cheshire","0900914160",2015,"Colleges & Hospitals PILOT",129632.06
"Cheshire","0900914160",2015,"Elderly Circuit Breaker",166637.46
"Cheshire","0900914160",2015,"State Property PILOT",2139714.77
"Cheshire","0900914160",2015,"Veterans' Exemption",12533.49
"Cheshire","0900914160",2015,"Disability Exemption",1856.44
"Cheshire","0900914160",2015,"Pequot Grants",2154316.06
"Cheshire","0900914160",2015,"Elderly Freeze",0
"Cheshire","0900914160",2015,"DECD Tax Abatement",0
"Cheshire","0900914160",2015,"DECD PILOT Grant",0
"Cheshire","0900914160",2015,"LoCIP",180905
"Cheshire","0900914160",2015,"Town Aid Road",404067
"Cheshire","0900914160",2014,"Total",4844479.73
"Cheshire","0900914160",2015,"Total",5189662.28
"Derby","0900919550",2014,"Colleges & Hospitals PILOT",870460.25
"Derby","0900919550",2014,"Elderly Circuit Breaker",100000.08
"Derby","0900919550",2014,"State Property PILOT",42387.25
"Derby","0900919550",2014,"Veterans' Exemption",24953.39
"Derby","0900919550",2014,"Disability Exemption",3117.37
"Derby","0900919550",2014,"Pequot Grants",253404.23
"Derby","0900919550",2014,"Elderly Freeze",0
"Derby","0900919550",2014,"DECD Tax Abatement",0
"Derby","0900919550",2014,"DECD PILOT Grant",0
"Derby","0900919550",2014,"LoCIP",106189
"Derby","0900919550",2014,"Town Aid Road",266644.7
"Derby","0900919550",2015,"Colleges & Hospitals PILOT",894900.79
"Derby","0900919550",2015,"Elderly Circuit Breaker",95384.92
"Derby","0900919550",2015,"State Property PILOT",45384.56
"Derby","0900919550",2015,"Veterans' Exemption",23622.48
"Derby","0900919550",2015,"Disability Exemption",2241.49
"Derby","0900919550",2015,"Pequot Grants",254882.72
"Derby","0900919550",2015,"Elderly Freeze",0
"Derby","0900919550",2015,"DECD Tax Abatement",0
"Derby","0900919550",2015,"DECD PILOT Grant",0
"Derby","0900919550",2015,"LoCIP",106011
"Derby","0900919550",2015,"Town Aid Road",265911
"Derby","0900919550",2014,"Total",1667156.27
"Derby","0900919550",2015,"Total",1688338.96
"East Haven","0900922910",2014,"Colleges & Hospitals PILOT",0
"East Haven","0900922910",2014,"Elderly Circuit Breaker",312684.61
"East Haven","0900922910",2014,"State Property PILOT",351907.11
"East Haven","0900922910",2014,"Veterans' Exemption",82754.79
"East Haven","0900922910",2014,"Disability Exemption",5126.56
"East Haven","0900922910",2014,"Pequot Grants",165781.28
"East Haven","0900922910",2014,"Elderly Freeze",8000
"East Haven","0900922910",2014,"DECD Tax Abatement",0
"East Haven","0900922910",2014,"DECD PILOT Grant",0
"East Haven","0900922910",2014,"LoCIP",223273
"East Haven","0900922910",2014,"Town Aid Road",403741.47
"East Haven","0900922910",2015,"Colleges & Hospitals PILOT",0
"East Haven","0900922910",2015,"Elderly Circuit Breaker",321857.6
"East Haven","0900922910",2015,"State Property PILOT",379020.31
"East Haven","0900922910",2015,"Veterans' Exemption",83313.16
"East Haven","0900922910",2015,"Disability Exemption",5408.06
"East Haven","0900922910",2015,"Pequot Grants",161176.8
"East Haven","0900922910",2015,"Elderly Freeze",7334
"East Haven","0900922910",2015,"DECD Tax Abatement",0
"East Haven","0900922910",2015,"DECD PILOT Grant",0
"East Haven","0900922910",2015,"LoCIP",214564
"East Haven","0900922910",2015,"Town Aid Road",402897
"East Haven","0900922910",2014,"Total",1553268.82
"East Haven","0900922910",2015,"Total",1575570.93
"Guilford","0900934950",2014,"Colleges & Hospitals PILOT",18236.75
"Guilford","0900934950",2014,"Elderly Circuit Breaker",154038.34
"Guilford","0900934950",2014,"State Property PILOT",18737.84
"Guilford","0900934950",2014,"Veterans' Exemption",14401.34
"Guilford","0900934950",2014,"Disability Exemption",1970.78
"Guilford","0900934950",2014,"Pequot Grants",29115.85
"Guilford","0900934950",2014,"Elderly Freeze",4413.59
"Guilford","0900934950",2014,"DECD Tax Abatement",0
"Guilford","0900934950",2014,"DECD PILOT Grant",0
"Guilford","0900934950",2014,"LoCIP",138016
"Guilford","0900934950",2014,"Town Aid Road",360765.83
"Guilford","0900934950",2015,"Colleges & Hospitals PILOT",19423.28
"Guilford","0900934950",2015,"Elderly Circuit Breaker",151093.85
"Guilford","0900934950",2015,"State Property PILOT",20784.52
"Guilford","0900934950",2015,"Veterans' Exemption",17523.46
"Guilford","0900934950",2015,"Disability Exemption",2220.31
"Guilford","0900934950",2015,"Pequot Grants",31928.88
"Guilford","0900934950",2015,"Elderly Freeze",2437.09
"Guilford","0900934950",2015,"DECD Tax Abatement",0
"Guilford","0900934950",2015,"DECD PILOT Grant",0
"Guilford","0900934950",2015,"LoCIP",137609
"Guilford","0900934950",2015,"Town Aid Road",360844
"Guilford","0900934950",2014,"Total",739696.32
"Guilford","0900934950",2015,"Total",743864.39
"Hamden","0900935650",2014,"Colleges & Hospitals PILOT",2724546.13
"Hamden","0900935650",2014,"Elderly Circuit Breaker",393456.44
"Hamden","0900935650",2014,"State Property PILOT",899598.05
"Hamden","0900935650",2014,"Veterans' Exemption",138603.48
"Hamden","0900935650",2014,"Disability Exemption",9408.81
"Hamden","0900935650",2014,"Pequot Grants",933649.75
"Hamden","0900935650",2014,"Elderly Freeze",4000
"Hamden","0900935650",2014,"DECD Tax Abatement",0
"Hamden","0900935650",2014,"DECD PILOT Grant",0
"Hamden","0900935650",2014,"LoCIP",423130
"Hamden","0900935650",2014,"Town Aid Road",669782.43
"Hamden","0900935650",2015,"Colleges & Hospitals PILOT",3026410.59
"Hamden","0900935650",2015,"Elderly Circuit Breaker",399619.94
"Hamden","0900935650",2015,"State Property PILOT",1015382.3
"Hamden","0900935650",2015,"Veterans' Exemption",143885.91
"Hamden","0900935650",2015,"Disability Exemption",9286.38
"Hamden","0900935650",2015,"Pequot Grants",939097.19
"Hamden","0900935650",2015,"Elderly Freeze",2000
"Hamden","0900935650",2015,"DECD Tax Abatement",0
"Hamden","0900935650",2015,"DECD PILOT Grant",0
"Hamden","0900935650",2015,"LoCIP",431930
"Hamden","0900935650",2015,"Town Aid Road",668305
"Hamden","0900935650",2014,"Total",6196175.09
"Hamden","0900935650",2015,"Total",6635917.31
"Madison","0900944560",2014,"Colleges & Hospitals PILOT",0
"Madison","0900944560",2014,"Elderly Circuit Breaker",101727.88
"Madison","0900944560",2014,"State Property PILOT",487447.19
"Madison","0900944560",2014,"Veterans' Exemption",23393.36
"Madison","0900944560",2014,"Disability Exemption",574.88
"Madison","0900944560",2014,"Pequot Grants",18247.41
"Madison","0900944560",2014,"Elderly Freeze",0
"Madison","0900944560",2014,"DECD Tax Abatement",0
"Madison","0900944560",2014,"DECD PILOT Grant",0
"Madison","0900944560",2014,"LoCIP",110572
"Madison","0900944560",2014,"Town Aid Road",313666.27
"Madison","0900944560",2015,"Colleges & Hospitals PILOT",0
"Madison","0900944560",2015,"Elderly Circuit Breaker",98800.25
"Madison","0900944560",2015,"State Property PILOT",540719.33
"Madison","0900944560",2015,"Veterans' Exemption",26533.85
"Madison","0900944560",2015,"Disability Exemption",815.25
"Madison","0900944560",2015,"Pequot Grants",20365.65
"Madison","0900944560",2015,"Elderly Freeze",0
"Madison","0900944560",2015,"DECD Tax Abatement",0
"Madison","0900944560",2015,"DECD PILOT Grant",0
"Madison","0900944560",2015,"LoCIP",110451
"Madison","0900944560",2015,"Town Aid Road",313685
"Madison","0900944560",2014,"Total",1055628.99
"Madison","0900944560",2015,"Total",1111370.33
"Meriden","0900946520",2014,"Colleges & Hospitals PILOT",1206728.46
"Meriden","0900946520",2014,"Elderly Circuit Breaker",454593.84
"Meriden","0900946520",2014,"State Property PILOT",398534.21
"Meriden","0900946520",2014,"Veterans' Exemption",60138.67
"Meriden","0900946520",2014,"Disability Exemption",14232.29
"Meriden","0900946520",2014,"Pequot Grants",901769.15
"Meriden","0900946520",2014,"Elderly Freeze",2000
"Meriden","0900946520",2014,"DECD Tax Abatement",0
"Meriden","0900946520",2014,"DECD PILOT Grant",137590
"Meriden","0900946520",2014,"LoCIP",507399
"Meriden","0900946520",2014,"Town Aid Road",671705.94
"Meriden","0900946520",2015,"Colleges & Hospitals PILOT",1256048.27
"Meriden","0900946520",2015,"Elderly Circuit Breaker",445806.35
"Meriden","0900946520",2015,"State Property PILOT",432065.03
"Meriden","0900946520",2015,"Veterans' Exemption",59289.81
"Meriden","0900946520",2015,"Disability Exemption",14593.64
"Meriden","0900946520",2015,"Pequot Grants",907030.57
"Meriden","0900946520",2015,"Elderly Freeze",2000
"Meriden","0900946520",2015,"DECD Tax Abatement",0
"Meriden","0900946520",2015,"DECD PILOT Grant",138706
"Meriden","0900946520",2015,"LoCIP",509499
"Meriden","0900946520",2015,"Town Aid Road",669183
"Meriden","0900946520",2014,"Total",4354691.56
"Meriden","0900946520",2015,"Total",4434221.67
"Middlebury","0900946940",2014,"Colleges & Hospitals PILOT",0
"Middlebury","0900946940",2014,"Elderly Circuit Breaker",38996.2
"Middlebury","0900946940",2014,"State Property PILOT",20703.25
"Middlebury","0900946940",2014,"Veterans' Exemption",4750.6
"Middlebury","0900946940",2014,"Disability Exemption",940.82
"Middlebury","0900946940",2014,"Pequot Grants",16449.35
"Middlebury","0900946940",2014,"Elderly Freeze",0
"Middlebury","0900946940",2014,"DECD Tax Abatement",0
"Middlebury","0900946940",2014,"DECD PILOT Grant",0
"Middlebury","0900946940",2014,"LoCIP",55001
"Middlebury","0900946940",2014,"Town Aid Road",222998.45
"Middlebury","0900946940",2015,"Colleges & Hospitals PILOT",0
"Middlebury","0900946940",2015,"Elderly Circuit Breaker",43679.09
"Middlebury","0900946940",2015,"State Property PILOT",20088.53
"Middlebury","0900946940",2015,"Veterans' Exemption",4709.4
"Middlebury","0900946940",2015,"Disability Exemption",825.27
"Middlebury","0900946940",2015,"Pequot Grants",18094.37
"Middlebury","0900946940",2015,"Elderly Freeze",0
"Middlebury","0900946940",2015,"DECD Tax Abatement",0
"Middlebury","0900946940",2015,"DECD PILOT Grant",0
"Middlebury","0900946940",2015,"LoCIP",55344
"Middlebury","0900946940",2015,"Town Aid Road",222906
"Middlebury","0900946940",2014,"Total",359839.67
"Middlebury","0900946940",2015,"Total",365646.66
"Milford","0900947535",2014,"Colleges & Hospitals PILOT",423118.21
"Milford","0900947535",2014,"Elderly Circuit Breaker",488214.19
"Milford","0900947535",2014,"State Property PILOT",517358.95
"Milford","0900947535",2014,"Veterans' Exemption",148037.87
"Milford","0900947535",2014,"Disability Exemption",6020.14
"Milford","0900947535",2014,"Pequot Grants",396695.75
"Milford","0900947535",2014,"Elderly Freeze",0
"Milford","0900947535",2014,"DECD Tax Abatement",0
"Milford","0900947535",2014,"DECD PILOT Grant",0
"Milford","0900947535",2014,"LoCIP",370960
"Milford","0900947535",2014,"Town Aid Road",601361.09
"Milford","0900947535",2015,"Colleges & Hospitals PILOT",448474.61
"Milford","0900947535",2015,"Elderly Circuit Breaker",469538.55
"Milford","0900947535",2015,"State Property PILOT",556476.82
"Milford","0900947535",2015,"Veterans' Exemption",149981.23
"Milford","0900947535",2015,"Disability Exemption",6220.69
"Milford","0900947535",2015,"Pequot Grants",399010.29
"Milford","0900947535",2015,"Elderly Freeze",0
"Milford","0900947535",2015,"DECD Tax Abatement",0
"Milford","0900947535",2015,"DECD PILOT Grant",0
"Milford","0900947535",2015,"LoCIP",351019
"Milford","0900947535",2015,"Town Aid Road",585695
"Milford","0900947535",2014,"Total",2951766.2
"Milford","0900947535",2015,"Total",2966416.19
"Naugatuck","0900949950",2014,"Colleges & Hospitals PILOT",0
"Naugatuck","0900949950",2014,"Elderly Circuit Breaker",217138.59
"Naugatuck","0900949950",2014,"State Property PILOT",62990.12
"Naugatuck","0900949950",2014,"Veterans' Exemption",42772.04
"Naugatuck","0900949950",2014,"Disability Exemption",19390.09
"Naugatuck","0900949950",2014,"Pequot Grants",211745.65
"Naugatuck","0900949950",2014,"Elderly Freeze",0
"Naugatuck","0900949950",2014,"DECD Tax Abatement",0
"Naugatuck","0900949950",2014,"DECD PILOT Grant",0
"Naugatuck","0900949950",2014,"LoCIP",252368
"Naugatuck","0900949950",2014,"Town Aid Road",425230.23
"Naugatuck","0900949950",2015,"Colleges & Hospitals PILOT",0
"Naugatuck","0900949950",2015,"Elderly Circuit Breaker",220771.03
"Naugatuck","0900949950",2015,"State Property PILOT",91304.75
